group	artifact	version	files
com.android.tools.build	manifest-merger	31.7.3	manifest-merger-31.7.3.jar,manifest-merger-31.7.3.module,manifest-merger-31.7.3.pom
com.android.tools.build	transform-api	2.0.0-deprecated-use-gradle-api	transform-api-2.0.0-deprecated-use-gradle-api.jar,transform-api-2.0.0-deprecated-use-gradle-api.pom
com.android.tools.build.jetifier	jetifier-core	1.0.0-beta10	jetifier-core-1.0.0-beta10.jar,jetifier-core-1.0.0-beta10.module,jetifier-core-1.0.0-beta10.pom
com.android.tools.build.jetifier	jetifier-processor	1.0.0-beta10	jetifier-processor-1.0.0-beta10.jar,jetifier-processor-1.0.0-beta10.module,jetifier-processor-1.0.0-beta10.pom
com.android.tools.ddms	ddmlib	31.4.2	ddmlib-31.4.2.jar,ddmlib-31.4.2.pom
com.android.tools.ddms	ddmlib	31.7.3	ddmlib-31.7.3.jar,ddmlib-31.7.3.pom
com.android.tools.external.com-intellij	intellij-core	31.7.3	intellij-core-31.7.3.jar,intellij-core-31.7.3.pom
com.android.tools.external.com-intellij	kotlin-compiler	31.7.3	kotlin-compiler-31.7.3.jar,kotlin-compiler-31.7.3.pom
com.android.tools.external.org-jetbrains	uast	31.7.3	uast-31.7.3.jar,uast-31.7.3.pom
com.android.tools.layoutlib	layoutlib	14.0.11	layoutlib-14.0.11.jar,layoutlib-14.0.11.pom
com.android.tools.layoutlib	layoutlib-api	31.4.2	layoutlib-api-31.4.2.jar,layoutlib-api-31.4.2.pom
com.android.tools.layoutlib	layoutlib-api	31.7.3	layoutlib-api-31.7.3.jar,layoutlib-api-31.7.3.pom
com.android.tools.layoutlib	layoutlib-resources	14.0.11	layoutlib-resources-14.0.11.jar,layoutlib-resources-14.0.11.pom
com.android.tools.layoutlib	layoutlib-runtime	14.0.11	layoutlib-runtime-14.0.11-linux.jar,layoutlib-runtime-14.0.11.module,layoutlib-runtime-14.0.11.pom
com.android.tools.lint	lint	31.7.3	lint-31.7.3.jar,lint-31.7.3.pom
com.android.tools.lint	lint-api	31.7.3	lint-api-31.7.3.jar,lint-api-31.7.3.pom
com.android.tools.lint	lint-checks	31.7.3	lint-checks-31.7.3.jar,lint-checks-31.7.3.pom
com.android.tools.lint	lint-gradle	31.7.3	lint-gradle-31.7.3.jar,lint-gradle-31.7.3.pom
com.android.tools.lint	lint-model	31.7.3	lint-model-31.7.3.jar,lint-model-31.7.3.pom
com.android.tools.lint	lint-typedef-remover	31.7.3	lint-typedef-remover-31.7.3.jar,lint-typedef-remover-31.7.3.pom
com.android.tools.utp	android-device-provider-ddmlib-proto	31.7.3	android-device-provider-ddmlib-proto-31.7.3.jar,android-device-provider-ddmlib-proto-31.7.3.pom
com.android.tools.utp	android-device-provider-gradle-proto	31.7.3	android-device-provider-gradle-proto-31.7.3.jar,android-device-provider-gradle-proto-31.7.3.pom
com.android.tools.utp	android-device-provider-profile-proto	31.7.3	android-device-provider-profile-proto-31.7.3.jar,android-device-provider-profile-proto-31.7.3.pom
com.android.tools.utp	android-test-plugin-host-additional-test-output-proto	31.7.3	android-test-plugin-host-additional-test-output-proto-31.7.3.jar,android-test-plugin-host-additional-test-output-proto-31.7.3.pom
com.android.tools.utp	android-test-plugin-host-apk-installer-proto	31.7.3	android-test-plugin-host-apk-installer-proto-31.7.3.jar,android-test-plugin-host-apk-installer-proto-31.7.3.pom
com.android.tools.utp	android-test-plugin-host-coverage-proto	31.7.3	android-test-plugin-host-coverage-proto-31.7.3.jar,android-test-plugin-host-coverage-proto-31.7.3.pom
com.android.tools.utp	android-test-plugin-host-emulator-control-proto	31.7.3	android-test-plugin-host-emulator-control-proto-31.7.3.jar,android-test-plugin-host-emulator-control-proto-31.7.3.pom
com.android.tools.utp	android-test-plugin-host-logcat-proto	31.7.3	android-test-plugin-host-logcat-proto-31.7.3.jar,android-test-plugin-host-logcat-proto-31.7.3.pom
com.android.tools.utp	android-test-plugin-host-retention-proto	31.7.3	android-test-plugin-host-retention-proto-31.7.3.jar,android-test-plugin-host-retention-proto-31.7.3.pom
com.android.tools.utp	android-test-plugin-result-listener-gradle-proto	31.7.3	android-test-plugin-result-listener-gradle-proto-31.7.3.jar,android-test-plugin-result-listener-gradle-proto-31.7.3.pom
com.autonomousapps	antlr	4.10.1.6	antlr-4.10.1.6.jar,antlr-4.10.1.6.module,antlr-4.10.1.6.pom
com.autonomousapps	asm-relocated	9.6.0.1	asm-relocated-9.6.0.1.jar,asm-relocated-9.6.0.1.module,asm-relocated-9.6.0.1.pom
com.autonomousapps	dependency-analysis-gradle-plugin	2.2.0	dependency-analysis-gradle-plugin-2.2.0.jar,dependency-analysis-gradle-plugin-2.2.0.module,dependency-analysis-gradle-plugin-2.2.0.pom
com.autonomousapps	graph-support	0.3	graph-support-0.3.jar,graph-support-0.3.module,graph-support-0.3.pom
com.autonomousapps.dependency-analysis	com.autonomousapps.dependency-analysis.gradle.plugin	2.2.0	com.autonomousapps.dependency-analysis.gradle.plugin-2.2.0.pom
com.github.ajalt.clikt	clikt	4.4.0	clikt-4.4.0.module,clikt-4.4.0.pom
com.github.ajalt.clikt	clikt-jvm	4.4.0	clikt-jvm-4.4.0.jar,clikt-jvm-4.4.0.module,clikt-jvm-4.4.0.pom,clikt-jvm.jar
com.github.ajalt.colormath	colormath	3.5.0	colormath-3.5.0.module,colormath-3.5.0.pom
com.github.ajalt.colormath	colormath-jvm	3.5.0	colormath-jvm-3.5.0.jar,colormath-jvm-3.5.0.module,colormath-jvm-3.5.0.pom,colormath-jvm.jar
com.github.ajalt.mordant	mordant	2.5.0	mordant-2.5.0.module,mordant-2.5.0.pom
com.github.ajalt.mordant	mordant-jvm	2.5.0	mordant-jvm-2.5.0.jar,mordant-jvm-2.5.0.module,mordant-jvm-2.5.0.pom,mordant-jvm.jar
com.github.ben-manes.caffeine	caffeine	3.1.8	caffeine-3.1.8.jar,caffeine-3.1.8.module,caffeine-3.1.8.pom
com.google.android	annotations	4.1.1.4	annotations-4.1.1.4.jar,annotations-4.1.1.4.pom
com.google.api.grpc	proto-google-common-protos	2.17.0	proto-google-common-protos-2.17.0.jar,proto-google-common-protos-2.17.0.pom
com.google.auto	auto-common	1.2.1	auto-common-1.2.1.jar,auto-common-1.2.1.pom
com.google.auto	auto-parent	6	auto-parent-6.pom
com.google.auto	auto-parent	7	auto-parent-7.pom
com.google.auto.value	auto-value-annotations	1.11.0	auto-value-annotations-1.11.0.jar,auto-value-annotations-1.11.0.pom
com.google.auto.value	auto-value-annotations	1.6.2	auto-value-annotations-1.6.2.jar,auto-value-annotations-1.6.2.pom
com.google.auto.value	auto-value-annotations	1.6.3	auto-value-annotations-1.6.3.jar,auto-value-annotations-1.6.3.pom
com.google.auto.value	auto-value-parent	1.11.0	auto-value-parent-1.11.0.pom
com.google.auto.value	auto-value-parent	1.6.2	auto-value-parent-1.6.2.pom
com.google.auto.value	auto-value-parent	1.6.3	auto-value-parent-1.6.3.pom
com.google.code.findbugs	jsr305	3.0.2	jsr305-3.0.2.jar,jsr305-3.0.2.pom
com.google.code.gson	gson	2.10.1	gson-2.10.1.jar,gson-2.10.1.pom
com.google.code.gson	gson	2.8.9	gson-2.8.9.jar,gson-2.8.9.pom
com.google.code.gson	gson-parent	2.10.1	gson-parent-2.10.1.pom
com.google.code.gson	gson-parent	2.8.9	gson-parent-2.8.9.pom
com.google.crypto.tink	tink	1.7.0	tink-1.7.0.jar,tink-1.7.0.pom
com.google.dagger	dagger	2.28.3	dagger-2.28.3.jar,dagger-2.28.3.pom
com.google.devtools.ksp	com.google.devtools.ksp.gradle.plugin	2.0.21-1.0.28	com.google.devtools.ksp.gradle.plugin-2.0.21-1.0.28.pom
com.google.devtools.ksp	symbol-processing	2.0.21-1.0.28	symbol-processing-2.0.21-1.0.28.jar,symbol-processing-2.0.21-1.0.28.pom
com.google.devtools.ksp	symbol-processing-api	2.0.10-1.0.24	symbol-processing-api-2.0.10-1.0.24.jar,symbol-processing-api-2.0.10-1.0.24.module,symbol-processing-api-2.0.10-1.0.24.pom
com.google.devtools.ksp	symbol-processing-api	2.0.21-1.0.28	symbol-processing-api-2.0.21-1.0.28.jar,symbol-processing-api-2.0.21-1.0.28.module,symbol-processing-api-2.0.21-1.0.28.pom
com.google.devtools.ksp	symbol-processing-common-deps	2.0.21-1.0.28	symbol-processing-common-deps-2.0.21-1.0.28.jar,symbol-processing-common-deps-2.0.21-1.0.28.module,symbol-processing-common-deps-2.0.21-1.0.28.pom
com.google.devtools.ksp	symbol-processing-gradle-plugin	2.0.21-1.0.28	symbol-processing-gradle-plugin-2.0.21-1.0.28.jar,symbol-processing-gradle-plugin-2.0.21-1.0.28.module,symbol-processing-gradle-plugin-2.0.21-1.0.28.pom
com.google.errorprone	error_prone_annotations	2.11.0	error_prone_annotations-2.11.0.pom
com.google.errorprone	error_prone_annotations	2.18.0	error_prone_annotations-2.18.0.jar,error_prone_annotations-2.18.0.pom
com.google.errorprone	error_prone_annotations	2.21.1	error_prone_annotations-2.21.1.pom
com.google.errorprone	error_prone_annotations	2.26.1	error_prone_annotations-2.26.1.jar,error_prone_annotations-2.26.1.pom
com.google.errorprone	error_prone_annotations	2.28.0	error_prone_annotations-2.28.0.jar,error_prone_annotations-2.28.0.pom
com.google.errorprone	error_prone_annotations	2.3.1	error_prone_annotations-2.3.1.pom
com.google.errorprone	error_prone_parent	2.11.0	error_prone_parent-2.11.0.pom
com.google.errorprone	error_prone_parent	2.18.0	error_prone_parent-2.18.0.pom
com.google.errorprone	error_prone_parent	2.21.1	error_prone_parent-2.21.1.pom
com.google.errorprone	error_prone_parent	2.26.1	error_prone_parent-2.26.1.pom
com.google.errorprone	error_prone_parent	2.28.0	error_prone_parent-2.28.0.pom
com.google.errorprone	error_prone_parent	2.3.1	error_prone_parent-2.3.1.pom
com.google.flatbuffers	flatbuffers-java	1.12.0	flatbuffers-java-1.12.0.jar,flatbuffers-java-1.12.0.pom
com.google.guava	failureaccess	1.0.1	failureaccess-1.0.1.jar,failureaccess-1.0.1.pom
com.google.guava	failureaccess	1.0.2	failureaccess-1.0.2.jar,failureaccess-1.0.2.pom
com.google.guava	guava	32.0.1-jre	guava-32.0.1-jre.jar,guava-32.0.1-jre.pom
com.google.guava	guava	33.1.0-jre	guava-33.1.0-jre.jar,guava-33.1.0-jre.module,guava-33.1.0-jre.pom
com.google.guava	guava	33.2.1-android	guava-33.2.1-android.jar,guava-33.2.1-android.module,guava-33.2.1-android.pom
com.google.guava	guava	33.2.1-jre	guava-33.2.1-jre.jar,guava-33.2.1-jre.module,guava-33.2.1-jre.pom
com.google.guava	guava	33.3.1-android	guava-33.3.1-android.jar
com.google.guava	guava	33.3.1-jre	guava-33.3.1-android.jar,guava-33.3.1-jre.module,guava-33.3.1-jre.pom
com.google.guava	guava-parent	26.0-android	guava-parent-26.0-android.pom
com.google.guava	guava-parent	32.0.1-jre	guava-parent-32.0.1-jre.pom
com.google.guava	guava-parent	33.1.0-jre	guava-parent-33.1.0-jre.pom
com.google.guava	guava-parent	33.2.1-android	guava-parent-33.2.1-android.pom
com.google.guava	guava-parent	33.2.1-jre	guava-parent-33.2.1-jre.pom
com.google.guava	guava-parent	33.3.1-jre	guava-parent-33.3.1-jre.pom
com.google.guava	listenablefuture	1.0	listenablefuture-1.0.jar,listenablefuture-1.0.pom
com.google.guava	listenablefuture	9999.0-empty-to-avoid-conflict-with-guava	listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar,listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.pom
com.google.j2objc	j2objc-annotations	1.3	j2objc-annotations-1.3.pom
com.google.j2objc	j2objc-annotations	2.8	j2objc-annotations-2.8.jar,j2objc-annotations-2.8.pom
com.google.j2objc	j2objc-annotations	3.0.0	j2objc-annotations-3.0.0.jar,j2objc-annotations-3.0.0.pom
com.google.jimfs	jimfs	1.1	jimfs-1.1.jar,jimfs-1.1.pom
com.google.jimfs	jimfs-parent	1.1	jimfs-parent-1.1.pom
com.google.protobuf	protobuf-bom	3.22.3	protobuf-bom-3.22.3.pom
com.google.protobuf	protobuf-java	3.22.3	protobuf-java-3.22.3.jar,protobuf-java-3.22.3.pom
com.google.protobuf	protobuf-java-util	3.22.3	protobuf-java-util-3.22.3.jar,protobuf-java-util-3.22.3.pom
com.google.protobuf	protobuf-parent	3.22.3	protobuf-parent-3.22.3.pom
com.google.testing.platform	core-proto	0.0.9-alpha02	core-proto-0.0.9-alpha02.jar,core-proto-0.0.9-alpha02.pom
com.google.truth	truth	1.4.4	truth-1.4.4.jar,truth-1.4.4.pom
com.google.truth	truth-parent	1.4.4	truth-parent-1.4.4.pom
com.googlecode.juniversalchardet	juniversalchardet	1.0.3	juniversalchardet-1.0.3.jar,juniversalchardet-1.0.3.pom
com.intellij	annotations	12.0	annotations-12.0.jar,annotations-12.0.pom
com.pinterest.ktlint	ktlint-cli	1.3.1	ktlint-cli-1.3.1.jar,ktlint-cli-1.3.1.module,ktlint-cli-1.3.1.pom
com.pinterest.ktlint	ktlint-cli-reporter-baseline	1.3.1	ktlint-cli-reporter-baseline-1.3.1.jar,ktlint-cli-reporter-baseline-1.3.1.module,ktlint-cli-reporter-baseline-1.3.1.pom
com.pinterest.ktlint	ktlint-cli-reporter-checkstyle	1.3.1	ktlint-cli-reporter-checkstyle-1.3.1.jar,ktlint-cli-reporter-checkstyle-1.3.1.module,ktlint-cli-reporter-checkstyle-1.3.1.pom
com.pinterest.ktlint	ktlint-cli-reporter-core	1.3.1	ktlint-cli-reporter-core-1.3.1.jar,ktlint-cli-reporter-core-1.3.1.module,ktlint-cli-reporter-core-1.3.1.pom
com.pinterest.ktlint	ktlint-cli-reporter-format	1.3.1	ktlint-cli-reporter-format-1.3.1.jar,ktlint-cli-reporter-format-1.3.1.module,ktlint-cli-reporter-format-1.3.1.pom
com.pinterest.ktlint	ktlint-cli-reporter-html	1.3.1	ktlint-cli-reporter-html-1.3.1.jar,ktlint-cli-reporter-html-1.3.1.module,ktlint-cli-reporter-html-1.3.1.pom
com.pinterest.ktlint	ktlint-cli-reporter-json	1.3.1	ktlint-cli-reporter-json-1.3.1.jar,ktlint-cli-reporter-json-1.3.1.module,ktlint-cli-reporter-json-1.3.1.pom
com.pinterest.ktlint	ktlint-cli-reporter-plain	1.3.1	ktlint-cli-reporter-plain-1.3.1.jar,ktlint-cli-reporter-plain-1.3.1.module,ktlint-cli-reporter-plain-1.3.1.pom
com.pinterest.ktlint	ktlint-cli-reporter-plain-summary	1.3.1	ktlint-cli-reporter-plain-summary-1.3.1.jar,ktlint-cli-reporter-plain-summary-1.3.1.module,ktlint-cli-reporter-plain-summary-1.3.1.pom
com.pinterest.ktlint	ktlint-cli-reporter-sarif	1.3.1	ktlint-cli-reporter-sarif-1.3.1.jar,ktlint-cli-reporter-sarif-1.3.1.module,ktlint-cli-reporter-sarif-1.3.1.pom
com.pinterest.ktlint	ktlint-cli-ruleset-core	1.3.1	ktlint-cli-ruleset-core-1.3.1.jar,ktlint-cli-ruleset-core-1.3.1.module,ktlint-cli-ruleset-core-1.3.1.pom
com.pinterest.ktlint	ktlint-logger	1.3.1	ktlint-logger-1.3.1.jar,ktlint-logger-1.3.1.module,ktlint-logger-1.3.1.pom
com.pinterest.ktlint	ktlint-rule-engine	1.3.1	ktlint-rule-engine-1.3.1.jar,ktlint-rule-engine-1.3.1.module,ktlint-rule-engine-1.3.1.pom
com.pinterest.ktlint	ktlint-rule-engine-core	1.3.1	ktlint-rule-engine-core-1.3.1.jar,ktlint-rule-engine-core-1.3.1.module,ktlint-rule-engine-core-1.3.1.pom
com.pinterest.ktlint	ktlint-ruleset-standard	0.50.0	ktlint-ruleset-standard-0.50.0.module,ktlint-ruleset-standard-0.50.0.pom
com.pinterest.ktlint	ktlint-ruleset-standard	1.3.1	ktlint-ruleset-standard-1.3.1.jar,ktlint-ruleset-standard-1.3.1.module,ktlint-ruleset-standard-1.3.1.pom
com.squareup	javapoet	1.10.0	javapoet-1.10.0.jar,javapoet-1.10.0.pom
com.squareup	javapoet	1.13.0	javapoet-1.13.0.jar,javapoet-1.13.0.pom
com.squareup	javawriter	2.5.0	javawriter-2.5.0.jar,javawriter-2.5.0.pom
com.squareup	kotlinpoet	1.15.1	kotlinpoet-1.15.1.module,kotlinpoet-1.15.1.pom
com.squareup	kotlinpoet	1.17.0	kotlinpoet-1.17.0.module,kotlinpoet-1.17.0.pom
com.squareup	kotlinpoet-javapoet	1.17.0	kotlinpoet-javapoet-1.17.0.jar,kotlinpoet-javapoet-1.17.0.module,kotlinpoet-javapoet-1.17.0.pom
com.squareup	kotlinpoet-jvm	1.15.1	kotlinpoet-jvm-1.15.1.jar,kotlinpoet-jvm-1.15.1.module,kotlinpoet-jvm-1.15.1.pom
com.squareup	kotlinpoet-jvm	1.17.0	kotlinpoet-jvm-1.17.0.jar,kotlinpoet-jvm-1.17.0.module,kotlinpoet-jvm-1.17.0.pom
com.squareup.curtains	curtains	1.2.4	curtains-1.2.4.aar,curtains-1.2.4.module,curtains-1.2.4.pom
com.squareup.leakcanary	leakcanary-android	2.14	leakcanary-android-2.14.aar,leakcanary-android-2.14.module,leakcanary-android-2.14.pom
com.squareup.leakcanary	leakcanary-android-core	2.14	leakcanary-android-core-2.14.aar,leakcanary-android-core-2.14.module,leakcanary-android-core-2.14.pom
com.squareup.leakcanary	leakcanary-android-utils	2.14	leakcanary-android-utils-2.14.aar,leakcanary-android-utils-2.14.module,leakcanary-android-utils-2.14.pom
com.squareup.leakcanary	leakcanary-object-watcher	2.14	leakcanary-object-watcher-2.14.jar,leakcanary-object-watcher-2.14.module,leakcanary-object-watcher-2.14.pom
com.squareup.leakcanary	leakcanary-object-watcher-android	2.14	leakcanary-object-watcher-android-2.14.aar,leakcanary-object-watcher-android-2.14.module,leakcanary-object-watcher-android-2.14.pom
com.squareup.leakcanary	leakcanary-object-watcher-android-androidx	2.14	leakcanary-object-watcher-android-androidx-2.14.aar,leakcanary-object-watcher-android-androidx-2.14.module,leakcanary-object-watcher-android-androidx-2.14.pom
com.squareup.leakcanary	leakcanary-object-watcher-android-core	2.14	leakcanary-object-watcher-android-core-2.14.aar,leakcanary-object-watcher-android-core-2.14.module,leakcanary-object-watcher-android-core-2.14.pom
com.squareup.leakcanary	leakcanary-object-watcher-android-support-fragments	2.14	leakcanary-object-watcher-android-support-fragments-2.14.aar,leakcanary-object-watcher-android-support-fragments-2.14.module,leakcanary-object-watcher-android-support-fragments-2.14.pom
com.squareup.leakcanary	plumber-android	2.14	plumber-android-2.14.aar,plumber-android-2.14.module,plumber-android-2.14.pom
com.squareup.leakcanary	plumber-android-core	2.14	plumber-android-core-2.14.aar,plumber-android-core-2.14.module,plumber-android-core-2.14.pom
com.squareup.leakcanary	shark	2.14	shark-2.14.jar,shark-2.14.module,shark-2.14.pom
com.squareup.leakcanary	shark-android	2.14	shark-android-2.14.jar,shark-android-2.14.module,shark-android-2.14.pom
com.squareup.leakcanary	shark-graph	2.14	shark-graph-2.14.jar,shark-graph-2.14.module,shark-graph-2.14.pom
com.squareup.leakcanary	shark-hprof	2.14	shark-hprof-2.14.jar,shark-hprof-2.14.module,shark-hprof-2.14.pom
com.squareup.leakcanary	shark-log	2.14	shark-log-2.14.jar,shark-log-2.14.module,shark-log-2.14.pom
com.squareup.moshi	moshi	1.13.0	moshi-1.13.0.jar,moshi-1.13.0.module,moshi-1.13.0.pom
com.squareup.moshi	moshi	1.15.1	moshi-1.15.1.jar,moshi-1.15.1.module,moshi-1.15.1.pom
com.squareup.moshi	moshi-adapters	1.15.0	moshi-adapters-1.15.0.jar,moshi-adapters-1.15.0.module,moshi-adapters-1.15.0.pom
com.squareup.moshi	moshi-adapters	1.15.1	moshi-adapters-1.15.1.jar,moshi-adapters-1.15.1.module,moshi-adapters-1.15.1.pom
com.squareup.moshi	moshi-kotlin	1.15.1	moshi-kotlin-1.15.1.jar,moshi-kotlin-1.15.1.module,moshi-kotlin-1.15.1.pom
com.squareup.okio	okio	2.10.0	okio-2.10.0.module,okio-2.10.0.pom
com.squareup.okio	okio	3.4.0	okio-3.4.0.module,okio-3.4.0.pom
com.squareup.okio	okio	3.7.0	okio-3.7.0.module,okio-3.7.0.pom
com.squareup.okio	okio	3.9.0	okio-3.9.0.module,okio-3.9.0.pom
com.squareup.okio	okio	3.9.1	okio-3.9.1.module,okio-3.9.1.pom
com.squareup.okio	okio-bom	3.9.0	okio-bom-3.9.0.module,okio-bom-3.9.0.pom
com.squareup.okio	okio-jvm	3.4.0	okio-jvm-3.4.0.jar,okio-jvm-3.4.0.module,okio-jvm-3.4.0.pom
com.squareup.okio	okio-jvm	3.7.0	okio-jvm-3.7.0.jar,okio-jvm-3.7.0.module,okio-jvm-3.7.0.pom
com.squareup.okio	okio-jvm	3.9.0	okio-jvm-3.9.0.jar,okio-jvm-3.9.0.module,okio-jvm-3.9.0.pom
com.squareup.okio	okio-jvm	3.9.1	okio-jvm-3.9.1.jar,okio-jvm-3.9.1.module,okio-jvm-3.9.1.pom
com.squareup.wire	wire-runtime	4.9.7	wire-runtime-4.9.7.module,wire-runtime-4.9.7.pom
com.squareup.wire	wire-runtime-jvm	4.9.7	wire-runtime-jvm-4.9.7.jar,wire-runtime-jvm-4.9.7.module,wire-runtime-jvm-4.9.7.pom
com.sun.activation	all	1.2.0	all-1.2.0.pom
com.sun.activation	all	1.2.1	all-1.2.1.pom
com.sun.activation	javax.activation	1.2.0	javax.activation-1.2.0.jar,javax.activation-1.2.0.pom
com.sun.istack	istack-commons	3.0.8	istack-commons-3.0.8.pom
com.sun.istack	istack-commons-runtime	3.0.8	istack-commons-runtime-3.0.8.jar,istack-commons-runtime-3.0.8.pom
com.sun.xml.bind	jaxb-bom-ext	2.3.2	jaxb-bom-ext-2.3.2.pom
com.sun.xml.bind.mvn	jaxb-parent	2.3.2	jaxb-parent-2.3.2.pom
com.sun.xml.bind.mvn	jaxb-runtime-parent	2.3.2	jaxb-runtime-parent-2.3.2.pom
com.sun.xml.bind.mvn	jaxb-txw-parent	2.3.2	jaxb-txw-parent-2.3.2.pom
com.sun.xml.fastinfoset	FastInfoset	1.2.16	FastInfoset-1.2.16.jar,FastInfoset-1.2.16.pom
com.sun.xml.fastinfoset	fastinfoset-project	1.2.16	fastinfoset-project-1.2.16.pom
commons-codec	commons-codec	1.10	commons-codec-1.10.jar,commons-codec-1.10.pom
commons-codec	commons-codec	1.11	commons-codec-1.11.jar,commons-codec-1.11.pom
commons-codec	commons-codec	1.15	commons-codec-1.15.jar,commons-codec-1.15.pom
commons-io	commons-io	2.13.0	commons-io-2.13.0.jar,commons-io-2.13.0.pom
commons-logging	commons-logging	1.2	commons-logging-1.2.jar,commons-logging-1.2.pom
dev.drewhamilton.poko	poko-annotations	0.15.3	poko-annotations-0.15.3.module,poko-annotations-0.15.3.pom
dev.drewhamilton.poko	poko-annotations	0.16.0	poko-annotations-0.16.0.module,poko-annotations-0.16.0.pom
dev.drewhamilton.poko	poko-annotations	0.17.2	poko-annotations-0.17.2.module,poko-annotations-0.17.2.pom
dev.drewhamilton.poko	poko-annotations-jvm	0.15.3	poko-annotations-jvm-0.15.3.module,poko-annotations-jvm-0.15.3.pom
dev.drewhamilton.poko	poko-annotations-jvm	0.16.0	poko-annotations-jvm-0.16.0.jar,poko-annotations-jvm-0.16.0.module,poko-annotations-jvm-0.16.0.pom
dev.drewhamilton.poko	poko-annotations-jvm	0.17.2	poko-annotations-jvm-0.17.2.jar,poko-annotations-jvm-0.17.2.module,poko-annotations-jvm-0.17.2.pom
dev.zacsweers.moshix	moshi-sealed-reflect	0.25.1	moshi-sealed-reflect-0.25.1.jar,moshi-sealed-reflect-0.25.1.module,moshi-sealed-reflect-0.25.1.pom
dev.zacsweers.moshix	moshi-sealed-runtime	0.25.1	moshi-sealed-runtime-0.25.1.jar,moshi-sealed-runtime-0.25.1.module,moshi-sealed-runtime-0.25.1.pom
io.github.davidburstrom.contester	contester-breakpoint	0.2.0	contester-breakpoint-0.2.0.jar,contester-breakpoint-0.2.0.module,contester-breakpoint-0.2.0.pom
io.github.detekt.sarif4k	sarif4k	0.6.0	sarif4k-0.6.0.module,sarif4k-0.6.0.pom
io.github.detekt.sarif4k	sarif4k-jvm	0.6.0	sarif4k-jvm-0.6.0.jar,sarif4k-jvm-0.6.0.module,sarif4k-jvm-0.6.0.pom
io.github.oshai	kotlin-logging-jvm	6.0.9	kotlin-logging-jvm-6.0.9.jar,kotlin-logging-jvm-6.0.9.module,kotlin-logging-jvm-6.0.9.pom
io.gitlab.arturbosch.detekt	detekt-api	1.23.7	detekt-api-1.23.7.jar,detekt-api-1.23.7.module,detekt-api-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-cli	1.23.7	detekt-cli-1.23.7.jar,detekt-cli-1.23.7.module,detekt-cli-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-core	1.23.7	detekt-core-1.23.7.jar,detekt-core-1.23.7.module,detekt-core-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-formatting	1.23.7	detekt-formatting-1.23.7.jar,detekt-formatting-1.23.7.module,detekt-formatting-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-gradle-plugin	1.23.7	detekt-gradle-plugin-1.23.7.jar,detekt-gradle-plugin-1.23.7.module,detekt-gradle-plugin-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-metrics	1.23.7	detekt-metrics-1.23.7.jar,detekt-metrics-1.23.7.module,detekt-metrics-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-parser	1.23.7	detekt-parser-1.23.7.jar,detekt-parser-1.23.7.module,detekt-parser-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-psi-utils	1.23.7	detekt-psi-utils-1.23.7.jar,detekt-psi-utils-1.23.7.module,detekt-psi-utils-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-report-html	1.23.7	detekt-report-html-1.23.7.jar,detekt-report-html-1.23.7.module,detekt-report-html-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-report-md	1.23.7	detekt-report-md-1.23.7.jar,detekt-report-md-1.23.7.module,detekt-report-md-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-report-sarif	1.23.7	detekt-report-sarif-1.23.7.jar,detekt-report-sarif-1.23.7.module,detekt-report-sarif-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-report-txt	1.23.7	detekt-report-txt-1.23.7.jar,detekt-report-txt-1.23.7.module,detekt-report-txt-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-report-xml	1.23.7	detekt-report-xml-1.23.7.jar,detekt-report-xml-1.23.7.module,detekt-report-xml-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-rules	1.23.7	detekt-rules-1.23.7.jar,detekt-rules-1.23.7.module,detekt-rules-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-rules-complexity	1.23.7	detekt-rules-complexity-1.23.7.jar,detekt-rules-complexity-1.23.7.module,detekt-rules-complexity-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-rules-coroutines	1.23.7	detekt-rules-coroutines-1.23.7.jar,detekt-rules-coroutines-1.23.7.module,detekt-rules-coroutines-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-rules-documentation	1.23.7	detekt-rules-documentation-1.23.7.jar,detekt-rules-documentation-1.23.7.module,detekt-rules-documentation-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-rules-empty	1.23.7	detekt-rules-empty-1.23.7.jar,detekt-rules-empty-1.23.7.module,detekt-rules-empty-1.23.7.pom
io.gitlab.arturbosch.detekt	detekt-rules-errorprone	1.23.7	detekt-rules-errorprone-1.23.7.jar,detekt-rules-errorprone-1.23.7.module,detekt-rules-errorprone-1.23.7.pom
