group	artifact	version	license	binary_files
androidx.lifecycle	lifecycle-viewmodel-compose-android	2.8.7	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	lifecycle-viewmodel-compose-android-2.8.7.aar,lifecycle-viewmodel-compose-release.aar
androidx.lifecycle	lifecycle-viewmodel-ktx	2.6.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
androidx.lifecycle	lifecycle-viewmodel-ktx	2.8.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	lifecycle-viewmodel-ktx-2.8.3.aar
androidx.lifecycle	lifecycle-viewmodel-ktx	2.8.7	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	lifecycle-viewmodel-ktx-2.8.7.aar
androidx.lifecycle	lifecycle-viewmodel-savedstate	2.8.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	lifecycle-viewmodel-savedstate-2.8.3.aar
androidx.lifecycle	lifecycle-viewmodel-savedstate	2.8.7	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	lifecycle-viewmodel-savedstate-2.8.7.aar
androidx.loader	loader	1.0.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	loader-1.0.0.aar
androidx.navigation	navigation-common	2.8.9	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	navigation-common-2.8.9.aar
androidx.navigation	navigation-common-ktx	2.8.9	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	navigation-common-ktx-2.8.9.aar
androidx.navigation	navigation-compose	2.8.9	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	navigation-compose-2.8.9.aar
androidx.navigation	navigation-runtime	2.8.9	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	navigation-runtime-2.8.9.aar
androidx.navigation	navigation-runtime-ktx	2.8.9	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	navigation-runtime-ktx-2.8.9.aar
androidx.navigation	navigation-testing	2.8.9	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	navigation-testing-2.8.9.aar
androidx.profileinstaller	profileinstaller	1.3.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
androidx.profileinstaller	profileinstaller	1.3.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	profileinstaller-1.3.1.aar
androidx.profileinstaller	profileinstaller	1.4.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	profileinstaller-1.4.0.aar
androidx.profileinstaller	profileinstaller	1.4.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	profileinstaller-1.4.1.aar
androidx.room	room-common	2.7.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
androidx.room	room-common-jvm	2.7.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	room-common-jvm-2.7.2.jar
androidx.room	room-compiler	2.7.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	room-compiler-2.7.2.jar
androidx.room	room-compiler-processing	2.7.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	room-compiler-processing-2.7.2.jar
androidx.room	room-external-antlr	2.7.2	BSD-3-Clause (https://opensource.org/licenses/BSD-3-Clause)	room-external-antlr-2.7.2.jar
androidx.room	room-ktx	2.7.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	room-ktx-2.7.2.aar
androidx.room	room-migration	2.7.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
androidx.room	room-migration-jvm	2.7.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	room-migration-jvm-2.7.2.jar
androidx.room	room-runtime	2.7.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
androidx.room	room-runtime-android	2.7.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	room-runtime-android-2.7.2.aar,room-runtime-release.aar
androidx.room	room-testing	2.7.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
androidx.room	room-testing-android	2.7.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	room-testing-android-2.7.2.aar,room-testing-release.aar
androidx.savedstate	savedstate	1.2.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	savedstate-1.2.1.aar
androidx.savedstate	savedstate-ktx	1.2.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	savedstate-ktx-1.2.1.aar
androidx.sqlite	sqlite	2.5.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
androidx.sqlite	sqlite-android	2.5.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	sqlite-android-2.5.1.aar,sqlite-release.aar
androidx.sqlite	sqlite-framework	2.5.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
androidx.sqlite	sqlite-framework-android	2.5.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	sqlite-framework-android-2.5.1.aar,sqlite-framework-release.aar
androidx.startup	startup-runtime	1.0.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
androidx.startup	startup-runtime	1.1.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	startup-runtime-1.1.1.aar
androidx.startup	startup-runtime	1.2.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	startup-runtime-1.2.0.aar
androidx.test	annotation	1.0.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	annotation-1.0.1.aar
androidx.test	core	1.6.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	core-1.6.1.aar
androidx.test	core-ktx	1.6.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	core-ktx-1.6.1.aar
androidx.test	monitor	1.7.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	monitor-1.7.2.aar
androidx.test	rules	1.5.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	rules-1.5.0.aar
androidx.test	rules	1.6.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	rules-1.6.1.aar
androidx.test	runner	1.6.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	runner-1.6.2.aar
androidx.test.espresso	espresso-core	3.6.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	espresso-core-3.6.1.aar
androidx.test.espresso	espresso-idling-resource	3.6.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	espresso-idling-resource-3.6.1.aar
androidx.test.espresso	espresso-intents	3.6.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	espresso-intents-3.6.1.aar
androidx.test.ext	junit	1.2.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	junit-1.2.1.aar
androidx.test.ext	junit-ktx	1.2.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	junit-ktx-1.2.1.aar
androidx.test.services	storage	1.5.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	storage-1.5.0.aar
androidx.test.uiautomator	uiautomator	2.3.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	uiautomator-2.3.0.aar
androidx.tracing	tracing	1.0.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	tracing-1.0.0.aar
androidx.tracing	tracing	1.1.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	tracing-1.1.0.aar
androidx.tracing	tracing	1.2.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	tracing-1.2.0.aar
androidx.tracing	tracing-ktx	1.0.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
androidx.tracing	tracing-ktx	1.1.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	tracing-ktx-1.1.0.aar
androidx.tracing	tracing-ktx	1.2.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	tracing-ktx-1.2.0.aar
androidx.tracing	tracing-perfetto	1.0.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	tracing-perfetto-1.0.0.aar
androidx.tracing	tracing-perfetto-binary	1.0.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	tracing-perfetto-binary-1.0.0.aar
androidx.tracing	tracing-perfetto-handshake	1.0.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	tracing-perfetto-handshake-1.0.0.jar
androidx.vectordrawable	vectordrawable	1.1.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	vectordrawable-1.1.0.aar
androidx.vectordrawable	vectordrawable-animated	1.1.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	vectordrawable-animated-1.1.0.aar
androidx.versionedparcelable	versionedparcelable	1.1.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	versionedparcelable-1.1.1.aar
androidx.viewpager	viewpager	1.0.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	viewpager-1.0.0.aar
androidx.work	work-runtime	2.10.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	work-runtime-2.10.0.aar
androidx.work	work-runtime-ktx	2.10.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	work-runtime-ktx-2.10.0.aar
androidx.work	work-testing	2.10.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	work-testing-2.10.0.aar
app.cash.paparazzi	app.cash.paparazzi.gradle.plugin	1.3.5	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
app.cash.paparazzi	paparazzi	1.3.5	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	paparazzi-1.3.5.jar
app.cash.paparazzi	paparazzi-gradle-plugin	1.3.5	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	paparazzi-gradle-plugin-1.3.5.jar
app.cash.turbine	turbine	1.2.0	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
app.cash.turbine	turbine-jvm	1.2.0	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	Turbine-jvm.jar,turbine-jvm-1.2.0.jar
ch.qos.logback	logback-classic	1.3.14	UNKNOWN - inspect embedded metadata/NOTICE	logback-classic-1.3.14.jar
ch.qos.logback	logback-core	1.3.14	UNKNOWN - inspect embedded metadata/NOTICE	logback-core-1.3.14.jar
ch.qos.logback	logback-parent	1.3.14	Eclipse Public License - v 1.0 (http://www.eclipse.org/legal/epl-v10.html); GNU Lesser General Public License (http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html)	
com.android	signflinger	8.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	signflinger-8.7.3.jar
com.android	zipflinger	8.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	zipflinger-8.7.3.jar
com.android.application	com.android.application.gradle.plugin	8.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.android.databinding	baseLibrary	8.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	baseLibrary-8.7.3.jar
com.android.library	com.android.library.gradle.plugin	8.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.android.test	com.android.test.gradle.plugin	8.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.android.tools	annotations	31.4.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	annotations-31.4.2.jar
com.android.tools	annotations	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	annotations-31.7.3.jar
com.android.tools	common	31.4.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	common-31.4.2.jar
com.android.tools	common	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	common-31.7.3.jar
com.android.tools	dvlib	31.4.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	dvlib-31.4.2.jar
com.android.tools	dvlib	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	dvlib-31.7.3.jar
com.android.tools	ninepatch	31.4.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	ninepatch-31.4.2.jar
com.android.tools	play-sdk-proto	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	play-sdk-proto-31.7.3.jar
com.android.tools	repository	31.4.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	repository-31.4.2.jar
com.android.tools	repository	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	repository-31.7.3.jar
com.android.tools	sdk-common	31.4.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	sdk-common-31.4.2.jar
com.android.tools	sdk-common	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	sdk-common-31.7.3.jar
com.android.tools	sdklib	31.4.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	sdklib-31.4.2.jar
com.android.tools	sdklib	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	sdklib-31.7.3.jar
com.android.tools.analytics-library	crash	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	crash-31.7.3.jar
com.android.tools.analytics-library	protos	31.4.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	protos-31.4.2.jar
com.android.tools.analytics-library	protos	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	protos-31.7.3.jar
com.android.tools.analytics-library	shared	31.4.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	shared-31.4.2.jar
com.android.tools.analytics-library	shared	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	shared-31.7.3.jar
com.android.tools.analytics-library	tracker	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	tracker-31.7.3.jar
com.android.tools.build	aapt2	8.7.3-12006047	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	aapt2-8.7.3-12006047-linux.jar
com.android.tools.build	aapt2-proto	8.4.2-11315950	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	aapt2-proto-8.4.2-11315950.jar
com.android.tools.build	aapt2-proto	8.7.3-12006047	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	aapt2-proto-8.7.3-12006047.jar
com.android.tools.build	aaptcompiler	8.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	aaptcompiler-8.7.3.jar
com.android.tools.build	apksig	8.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	apksig-8.7.3.jar
com.android.tools.build	apkzlib	8.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	apkzlib-8.7.3.jar
com.android.tools.build	builder	8.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	builder-8.7.3.jar
com.android.tools.build	builder-model	8.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	builder-model-8.7.3.jar
com.android.tools.build	builder-test-api	8.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	builder-test-api-8.7.3.jar
com.android.tools.build	bundletool	1.17.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	bundletool-1.17.1.jar
com.android.tools.build	gradle	8.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	gradle-8.7.3.jar
com.android.tools.build	gradle-api	8.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	gradle-api-8.7.3.jar
com.android.tools.build	gradle-settings-api	8.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	gradle-settings-api-8.7.3.jar
com.android.tools.build	manifest-merger	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	manifest-merger-31.7.3.jar
com.android.tools.build	transform-api	2.0.0-deprecated-use-gradle-api	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	transform-api-2.0.0-deprecated-use-gradle-api.jar
com.android.tools.build.jetifier	jetifier-core	1.0.0-beta10	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	jetifier-core-1.0.0-beta10.jar
com.android.tools.build.jetifier	jetifier-processor	1.0.0-beta10	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	jetifier-processor-1.0.0-beta10.jar
com.android.tools.ddms	ddmlib	31.4.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	ddmlib-31.4.2.jar
com.android.tools.ddms	ddmlib	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	ddmlib-31.7.3.jar
com.android.tools.external.com-intellij	intellij-core	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	intellij-core-31.7.3.jar
com.android.tools.external.com-intellij	kotlin-compiler	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-compiler-31.7.3.jar
com.android.tools.external.org-jetbrains	uast	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	uast-31.7.3.jar
com.android.tools.layoutlib	layoutlib	14.0.11	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	layoutlib-14.0.11.jar
com.android.tools.layoutlib	layoutlib-api	31.4.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	layoutlib-api-31.4.2.jar
com.android.tools.layoutlib	layoutlib-api	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	layoutlib-api-31.7.3.jar
com.android.tools.layoutlib	layoutlib-resources	14.0.11	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	layoutlib-resources-14.0.11.jar
com.android.tools.layoutlib	layoutlib-runtime	14.0.11	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	layoutlib-runtime-14.0.11-linux.jar
com.android.tools.lint	lint	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	lint-31.7.3.jar
com.android.tools.lint	lint-api	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	lint-api-31.7.3.jar
com.android.tools.lint	lint-checks	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	lint-checks-31.7.3.jar
com.android.tools.lint	lint-gradle	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	lint-gradle-31.7.3.jar
com.android.tools.lint	lint-model	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	lint-model-31.7.3.jar
com.android.tools.lint	lint-typedef-remover	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	lint-typedef-remover-31.7.3.jar
com.android.tools.utp	android-device-provider-ddmlib-proto	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	android-device-provider-ddmlib-proto-31.7.3.jar
com.android.tools.utp	android-device-provider-gradle-proto	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	android-device-provider-gradle-proto-31.7.3.jar
com.android.tools.utp	android-device-provider-profile-proto	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	android-device-provider-profile-proto-31.7.3.jar
com.android.tools.utp	android-test-plugin-host-additional-test-output-proto	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	android-test-plugin-host-additional-test-output-proto-31.7.3.jar
com.android.tools.utp	android-test-plugin-host-apk-installer-proto	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	android-test-plugin-host-apk-installer-proto-31.7.3.jar
com.android.tools.utp	android-test-plugin-host-coverage-proto	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	android-test-plugin-host-coverage-proto-31.7.3.jar
com.android.tools.utp	android-test-plugin-host-emulator-control-proto	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	android-test-plugin-host-emulator-control-proto-31.7.3.jar
com.android.tools.utp	android-test-plugin-host-logcat-proto	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	android-test-plugin-host-logcat-proto-31.7.3.jar
com.android.tools.utp	android-test-plugin-host-retention-proto	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	android-test-plugin-host-retention-proto-31.7.3.jar
com.android.tools.utp	android-test-plugin-result-listener-gradle-proto	31.7.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	android-test-plugin-result-listener-gradle-proto-31.7.3.jar
com.autonomousapps	antlr	4.10.1.6	The Apache License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	antlr-4.10.1.6.jar
com.autonomousapps	asm-relocated	9.6.0.1	The Apache License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	asm-relocated-9.6.0.1.jar
com.autonomousapps	dependency-analysis-gradle-plugin	2.2.0	The Apache License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	dependency-analysis-gradle-plugin-2.2.0.jar
com.autonomousapps	graph-support	0.3	The Apache License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	graph-support-0.3.jar
com.autonomousapps.dependency-analysis	com.autonomousapps.dependency-analysis.gradle.plugin	2.2.0	The Apache License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
com.github.ajalt.clikt	clikt	4.4.0	Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0)	
com.github.ajalt.clikt	clikt-jvm	4.4.0	Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0)	clikt-jvm-4.4.0.jar,clikt-jvm.jar
com.github.ajalt.colormath	colormath	3.5.0	The MIT License (https://opensource.org/licenses/MIT)	
com.github.ajalt.colormath	colormath-jvm	3.5.0	The MIT License (https://opensource.org/licenses/MIT)	colormath-jvm-3.5.0.jar,colormath-jvm.jar
com.github.ajalt.mordant	mordant	2.5.0	Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0)	
com.github.ajalt.mordant	mordant-jvm	2.5.0	Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0)	mordant-jvm-2.5.0.jar,mordant-jvm.jar
com.github.ben-manes.caffeine	caffeine	3.1.8	Apache License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	caffeine-3.1.8.jar
com.google.android	annotations	4.1.1.4	Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0)	annotations-4.1.1.4.jar
com.google.api.grpc	proto-google-common-protos	2.17.0	Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	proto-google-common-protos-2.17.0.jar
com.google.auto	auto-common	1.2.1	Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	auto-common-1.2.1.jar
com.google.auto	auto-parent	6	Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.auto	auto-parent	7	Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.auto.value	auto-value-annotations	1.11.0	UNKNOWN - inspect embedded metadata/NOTICE	auto-value-annotations-1.11.0.jar
com.google.auto.value	auto-value-annotations	1.6.2	UNKNOWN - inspect embedded metadata/NOTICE	auto-value-annotations-1.6.2.jar
com.google.auto.value	auto-value-annotations	1.6.3	UNKNOWN - inspect embedded metadata/NOTICE	auto-value-annotations-1.6.3.jar
com.google.auto.value	auto-value-parent	1.11.0	Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.auto.value	auto-value-parent	1.6.2	UNKNOWN - inspect embedded metadata/NOTICE	
com.google.auto.value	auto-value-parent	1.6.3	UNKNOWN - inspect embedded metadata/NOTICE	
com.google.code.findbugs	jsr305	3.0.2	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	jsr305-3.0.2.jar
com.google.code.gson	gson	2.10.1	Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	gson-2.10.1.jar
com.google.code.gson	gson	2.8.9	Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	gson-2.8.9.jar
com.google.code.gson	gson-parent	2.10.1	Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.code.gson	gson-parent	2.8.9	Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.crypto.tink	tink	1.7.0	Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	tink-1.7.0.jar
com.google.dagger	dagger	2.28.3	Apache 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	dagger-2.28.3.jar
com.google.devtools.ksp	com.google.devtools.ksp.gradle.plugin	2.0.21-1.0.28	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
