group	artifact	version	license	binary_files
com.google.devtools.ksp	symbol-processing	2.0.21-1.0.28	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	symbol-processing-2.0.21-1.0.28.jar
com.google.devtools.ksp	symbol-processing-api	2.0.10-1.0.24	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	symbol-processing-api-2.0.10-1.0.24.jar
com.google.devtools.ksp	symbol-processing-api	2.0.21-1.0.28	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	symbol-processing-api-2.0.21-1.0.28.jar
com.google.devtools.ksp	symbol-processing-common-deps	2.0.21-1.0.28	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	symbol-processing-common-deps-2.0.21-1.0.28.jar
com.google.devtools.ksp	symbol-processing-gradle-plugin	2.0.21-1.0.28	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	symbol-processing-gradle-plugin-2.0.21-1.0.28.jar
com.google.errorprone	error_prone_annotations	2.11.0	Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.errorprone	error_prone_annotations	2.18.0	Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	error_prone_annotations-2.18.0.jar
com.google.errorprone	error_prone_annotations	2.21.1	Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.errorprone	error_prone_annotations	2.26.1	Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	error_prone_annotations-2.26.1.jar
com.google.errorprone	error_prone_annotations	2.28.0	Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	error_prone_annotations-2.28.0.jar
com.google.errorprone	error_prone_annotations	2.3.1	Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.errorprone	error_prone_parent	2.11.0	Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.errorprone	error_prone_parent	2.18.0	Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.errorprone	error_prone_parent	2.21.1	Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.errorprone	error_prone_parent	2.26.1	Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.errorprone	error_prone_parent	2.28.0	Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.errorprone	error_prone_parent	2.3.1	Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.flatbuffers	flatbuffers-java	1.12.0	Apache License V2.0 (https://raw.githubusercontent.com/google/flatbuffers/master/LICENSE.txt)	flatbuffers-java-1.12.0.jar
com.google.guava	failureaccess	1.0.1	UNKNOWN - inspect embedded metadata/NOTICE	failureaccess-1.0.1.jar
com.google.guava	failureaccess	1.0.2	UNKNOWN - inspect embedded metadata/NOTICE	failureaccess-1.0.2.jar
com.google.guava	guava	32.0.1-jre	UNKNOWN - inspect embedded metadata/NOTICE	guava-32.0.1-jre.jar
com.google.guava	guava	33.1.0-jre	UNKNOWN - inspect embedded metadata/NOTICE	guava-33.1.0-jre.jar
com.google.guava	guava	33.2.1-android	UNKNOWN - inspect embedded metadata/NOTICE	guava-33.2.1-android.jar
com.google.guava	guava	33.2.1-jre	UNKNOWN - inspect embedded metadata/NOTICE	guava-33.2.1-jre.jar
com.google.guava	guava	33.3.1-android	UNKNOWN - inspect embedded metadata/NOTICE	guava-33.3.1-android.jar
com.google.guava	guava	33.3.1-jre	UNKNOWN - inspect embedded metadata/NOTICE	guava-33.3.1-android.jar
com.google.guava	guava-parent	26.0-android	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.guava	guava-parent	32.0.1-jre	Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.guava	guava-parent	33.1.0-jre	Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.guava	guava-parent	33.2.1-android	Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.guava	guava-parent	33.2.1-jre	Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.guava	guava-parent	33.3.1-jre	Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.guava	listenablefuture	1.0	UNKNOWN - inspect embedded metadata/NOTICE	listenablefuture-1.0.jar
com.google.guava	listenablefuture	9999.0-empty-to-avoid-conflict-with-guava	UNKNOWN - inspect embedded metadata/NOTICE	listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar
com.google.j2objc	j2objc-annotations	1.3	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.j2objc	j2objc-annotations	2.8	Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	j2objc-annotations-2.8.jar
com.google.j2objc	j2objc-annotations	3.0.0	Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	j2objc-annotations-3.0.0.jar
com.google.jimfs	jimfs	1.1	UNKNOWN - inspect embedded metadata/NOTICE	jimfs-1.1.jar
com.google.jimfs	jimfs-parent	1.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.google.protobuf	protobuf-bom	3.22.3	BSD-3-Clause (https://opensource.org/licenses/BSD-3-Clause)	
com.google.protobuf	protobuf-java	3.22.3	UNKNOWN - inspect embedded metadata/NOTICE	protobuf-java-3.22.3.jar
com.google.protobuf	protobuf-java-util	3.22.3	UNKNOWN - inspect embedded metadata/NOTICE	protobuf-java-util-3.22.3.jar
com.google.protobuf	protobuf-parent	3.22.3	BSD-3-Clause (https://opensource.org/licenses/BSD-3-Clause)	
com.google.testing.platform	core-proto	0.0.9-alpha02	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	core-proto-0.0.9-alpha02.jar
com.google.truth	truth	1.4.4	UNKNOWN - inspect embedded metadata/NOTICE	truth-1.4.4.jar
com.google.truth	truth-parent	1.4.4	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.googlecode.juniversalchardet	juniversalchardet	1.0.3	Mozilla Public License 1.1 (MPL 1.1) (http://www.mozilla.org/MPL/MPL-1.1.html)	juniversalchardet-1.0.3.jar
com.intellij	annotations	12.0	Apache License 2 (http://www.apache.org/licenses/LICENSE-2.0.txt)	annotations-12.0.jar
com.pinterest.ktlint	ktlint-cli	1.3.1	MIT (https://opensource.org/licenses/MIT)	ktlint-cli-1.3.1.jar
com.pinterest.ktlint	ktlint-cli-reporter-baseline	1.3.1	MIT (https://opensource.org/licenses/MIT)	ktlint-cli-reporter-baseline-1.3.1.jar
com.pinterest.ktlint	ktlint-cli-reporter-checkstyle	1.3.1	MIT (https://opensource.org/licenses/MIT)	ktlint-cli-reporter-checkstyle-1.3.1.jar
com.pinterest.ktlint	ktlint-cli-reporter-core	1.3.1	MIT (https://opensource.org/licenses/MIT)	ktlint-cli-reporter-core-1.3.1.jar
com.pinterest.ktlint	ktlint-cli-reporter-format	1.3.1	MIT (https://opensource.org/licenses/MIT)	ktlint-cli-reporter-format-1.3.1.jar
com.pinterest.ktlint	ktlint-cli-reporter-html	1.3.1	MIT (https://opensource.org/licenses/MIT)	ktlint-cli-reporter-html-1.3.1.jar
com.pinterest.ktlint	ktlint-cli-reporter-json	1.3.1	MIT (https://opensource.org/licenses/MIT)	ktlint-cli-reporter-json-1.3.1.jar
com.pinterest.ktlint	ktlint-cli-reporter-plain	1.3.1	MIT (https://opensource.org/licenses/MIT)	ktlint-cli-reporter-plain-1.3.1.jar
com.pinterest.ktlint	ktlint-cli-reporter-plain-summary	1.3.1	MIT (https://opensource.org/licenses/MIT)	ktlint-cli-reporter-plain-summary-1.3.1.jar
com.pinterest.ktlint	ktlint-cli-reporter-sarif	1.3.1	MIT (https://opensource.org/licenses/MIT)	ktlint-cli-reporter-sarif-1.3.1.jar
com.pinterest.ktlint	ktlint-cli-ruleset-core	1.3.1	MIT (https://opensource.org/licenses/MIT)	ktlint-cli-ruleset-core-1.3.1.jar
com.pinterest.ktlint	ktlint-logger	1.3.1	MIT (https://opensource.org/licenses/MIT)	ktlint-logger-1.3.1.jar
com.pinterest.ktlint	ktlint-rule-engine	1.3.1	MIT (https://opensource.org/licenses/MIT)	ktlint-rule-engine-1.3.1.jar
com.pinterest.ktlint	ktlint-rule-engine-core	1.3.1	MIT (https://opensource.org/licenses/MIT)	ktlint-rule-engine-core-1.3.1.jar
com.pinterest.ktlint	ktlint-ruleset-standard	0.50.0	MIT (https://opensource.org/licenses/MIT)	
com.pinterest.ktlint	ktlint-ruleset-standard	1.3.1	MIT (https://opensource.org/licenses/MIT)	ktlint-ruleset-standard-1.3.1.jar
com.squareup	javapoet	1.10.0	Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	javapoet-1.10.0.jar
com.squareup	javapoet	1.13.0	Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	javapoet-1.13.0.jar
com.squareup	javawriter	2.5.0	Apache 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	javawriter-2.5.0.jar
com.squareup	kotlinpoet	1.15.1	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
com.squareup	kotlinpoet	1.17.0	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
com.squareup	kotlinpoet-javapoet	1.17.0	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	kotlinpoet-javapoet-1.17.0.jar
com.squareup	kotlinpoet-jvm	1.15.1	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	kotlinpoet-jvm-1.15.1.jar
com.squareup	kotlinpoet-jvm	1.17.0	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	kotlinpoet-jvm-1.17.0.jar
com.squareup.curtains	curtains	1.2.4	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	curtains-1.2.4.aar
com.squareup.leakcanary	leakcanary-android	2.14	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	leakcanary-android-2.14.aar
com.squareup.leakcanary	leakcanary-android-core	2.14	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	leakcanary-android-core-2.14.aar
com.squareup.leakcanary	leakcanary-android-utils	2.14	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	leakcanary-android-utils-2.14.aar
com.squareup.leakcanary	leakcanary-object-watcher	2.14	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	leakcanary-object-watcher-2.14.jar
com.squareup.leakcanary	leakcanary-object-watcher-android	2.14	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	leakcanary-object-watcher-android-2.14.aar
com.squareup.leakcanary	leakcanary-object-watcher-android-androidx	2.14	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	leakcanary-object-watcher-android-androidx-2.14.aar
com.squareup.leakcanary	leakcanary-object-watcher-android-core	2.14	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	leakcanary-object-watcher-android-core-2.14.aar
com.squareup.leakcanary	leakcanary-object-watcher-android-support-fragments	2.14	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	leakcanary-object-watcher-android-support-fragments-2.14.aar
com.squareup.leakcanary	plumber-android	2.14	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	plumber-android-2.14.aar
com.squareup.leakcanary	plumber-android-core	2.14	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	plumber-android-core-2.14.aar
com.squareup.leakcanary	shark	2.14	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	shark-2.14.jar
com.squareup.leakcanary	shark-android	2.14	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	shark-android-2.14.jar
com.squareup.leakcanary	shark-graph	2.14	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	shark-graph-2.14.jar
com.squareup.leakcanary	shark-hprof	2.14	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	shark-hprof-2.14.jar
com.squareup.leakcanary	shark-log	2.14	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	shark-log-2.14.jar
com.squareup.moshi	moshi	1.13.0	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	moshi-1.13.0.jar
com.squareup.moshi	moshi	1.15.1	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	moshi-1.15.1.jar
com.squareup.moshi	moshi-adapters	1.15.0	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	moshi-adapters-1.15.0.jar
com.squareup.moshi	moshi-adapters	1.15.1	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	moshi-adapters-1.15.1.jar
com.squareup.moshi	moshi-kotlin	1.15.1	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	moshi-kotlin-1.15.1.jar
com.squareup.okio	okio	2.10.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.squareup.okio	okio	3.4.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.squareup.okio	okio	3.7.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.squareup.okio	okio	3.9.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.squareup.okio	okio	3.9.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.squareup.okio	okio-bom	3.9.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
com.squareup.okio	okio-jvm	3.4.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	okio-jvm-3.4.0.jar
com.squareup.okio	okio-jvm	3.7.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	okio-jvm-3.7.0.jar
com.squareup.okio	okio-jvm	3.9.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	okio-jvm-3.9.0.jar
com.squareup.okio	okio-jvm	3.9.1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	okio-jvm-3.9.1.jar
com.squareup.wire	wire-runtime	4.9.7	Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0)	
com.squareup.wire	wire-runtime-jvm	4.9.7	Apache-2.0 (https://www.apache.org/licenses/LICENSE-2.0)	wire-runtime-jvm-4.9.7.jar
com.sun.activation	all	1.2.0	CDDL/GPLv2+CE (https://github.com/javaee/activation/blob/master/LICENSE.txt)	
com.sun.activation	all	1.2.1	EDL 1.0 (http://www.eclipse.org/org/documents/edl-v10.php)	
com.sun.activation	javax.activation	1.2.0	UNKNOWN - inspect embedded metadata/NOTICE	javax.activation-1.2.0.jar
com.sun.istack	istack-commons	3.0.8	Eclipse Distribution License - v 1.0 (http://www.eclipse.org/org/documents/edl-v10.php)	
com.sun.istack	istack-commons-runtime	3.0.8	UNKNOWN - inspect embedded metadata/NOTICE	istack-commons-runtime-3.0.8.jar
com.sun.xml.bind	jaxb-bom-ext	2.3.2	UNKNOWN - inspect embedded metadata/NOTICE	
com.sun.xml.bind.mvn	jaxb-parent	2.3.2	Eclipse Distribution License - v 1.0 (http://www.eclipse.org/org/documents/edl-v10.php)	
com.sun.xml.bind.mvn	jaxb-runtime-parent	2.3.2	UNKNOWN - inspect embedded metadata/NOTICE	
com.sun.xml.bind.mvn	jaxb-txw-parent	2.3.2	UNKNOWN - inspect embedded metadata/NOTICE	
com.sun.xml.fastinfoset	FastInfoset	1.2.16	UNKNOWN - inspect embedded metadata/NOTICE	FastInfoset-1.2.16.jar
com.sun.xml.fastinfoset	fastinfoset-project	1.2.16	Apache License, Version 2.0 (http://www.opensource.org/licenses/apache2.0.php); Eclipse Distribution License - v 1.0 (http://www.eclipse.org/org/documents/edl-v10.php)	
commons-codec	commons-codec	1.10	UNKNOWN - inspect embedded metadata/NOTICE	commons-codec-1.10.jar
commons-codec	commons-codec	1.11	UNKNOWN - inspect embedded metadata/NOTICE	commons-codec-1.11.jar
commons-codec	commons-codec	1.15	UNKNOWN - inspect embedded metadata/NOTICE	commons-codec-1.15.jar
commons-io	commons-io	2.13.0	UNKNOWN - inspect embedded metadata/NOTICE	commons-io-2.13.0.jar
commons-logging	commons-logging	1.2	UNKNOWN - inspect embedded metadata/NOTICE	commons-logging-1.2.jar
dev.drewhamilton.poko	poko-annotations	0.15.3	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
dev.drewhamilton.poko	poko-annotations	0.16.0	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
dev.drewhamilton.poko	poko-annotations	0.17.2	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
dev.drewhamilton.poko	poko-annotations-jvm	0.15.3	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
dev.drewhamilton.poko	poko-annotations-jvm	0.16.0	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	poko-annotations-jvm-0.16.0.jar
dev.drewhamilton.poko	poko-annotations-jvm	0.17.2	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	poko-annotations-jvm-0.17.2.jar
dev.zacsweers.moshix	moshi-sealed-reflect	0.25.1	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	moshi-sealed-reflect-0.25.1.jar
dev.zacsweers.moshix	moshi-sealed-runtime	0.25.1	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	moshi-sealed-runtime-0.25.1.jar
io.github.davidburstrom.contester	contester-breakpoint	0.2.0	The Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	contester-breakpoint-0.2.0.jar
io.github.detekt.sarif4k	sarif4k	0.6.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	
io.github.detekt.sarif4k	sarif4k-jvm	0.6.0	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	sarif4k-jvm-0.6.0.jar
io.github.oshai	kotlin-logging-jvm	6.0.9	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	kotlin-logging-jvm-6.0.9.jar
io.gitlab.arturbosch.detekt	detekt-api	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-api-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-cli	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-cli-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-core	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-core-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-formatting	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-formatting-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-gradle-plugin	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-gradle-plugin-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-metrics	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-metrics-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-parser	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-parser-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-psi-utils	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-psi-utils-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-report-html	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-report-html-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-report-md	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-report-md-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-report-sarif	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-report-sarif-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-report-txt	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-report-txt-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-report-xml	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-report-xml-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-rules	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-rules-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-rules-complexity	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-rules-complexity-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-rules-coroutines	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-rules-coroutines-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-rules-documentation	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-rules-documentation-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-rules-empty	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-rules-empty-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-rules-errorprone	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-rules-errorprone-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-rules-exceptions	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-rules-exceptions-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-rules-naming	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-rules-naming-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-rules-performance	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-rules-performance-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-rules-style	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-rules-style-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-tooling	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-tooling-1.23.7.jar
io.gitlab.arturbosch.detekt	detekt-utils	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	detekt-utils-1.23.7.jar
io.gitlab.arturbosch.detekt	io.gitlab.arturbosch.detekt.gradle.plugin	1.23.7	The Apache Software License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0.txt)	
io.grpc	grpc-api	1.57.0	Apache 2.0 (https://opensource.org/licenses/Apache-2.0)	grpc-api-1.57.0.jar
io.grpc	grpc-context	1.57.0	Apache 2.0 (https://opensource.org/licenses/Apache-2.0)	grpc-context-1.57.0.jar
io.grpc	grpc-core	1.57.0	Apache 2.0 (https://opensource.org/licenses/Apache-2.0)	grpc-core-1.57.0.jar
io.grpc	grpc-netty	1.57.0	Apache 2.0 (https://opensource.org/licenses/Apache-2.0)	grpc-netty-1.57.0.jar
io.grpc	grpc-protobuf	1.57.0	Apache 2.0 (https://opensource.org/licenses/Apache-2.0)	grpc-protobuf-1.57.0.jar
io.grpc	grpc-protobuf-lite	1.57.0	Apache 2.0 (https://opensource.org/licenses/Apache-2.0)	grpc-protobuf-lite-1.57.0.jar
io.grpc	grpc-stub	1.57.0	Apache 2.0 (https://opensource.org/licenses/Apache-2.0)	grpc-stub-1.57.0.jar
io.netty	netty-buffer	4.1.93.Final	UNKNOWN - inspect embedded metadata/NOTICE	netty-buffer-4.1.93.Final.jar
io.netty	netty-codec	4.1.93.Final	UNKNOWN - inspect embedded metadata/NOTICE	netty-codec-4.1.93.Final.jar
io.netty	netty-codec-http	4.1.93.Final	UNKNOWN - inspect embedded metadata/NOTICE	netty-codec-http-4.1.93.Final.jar
io.netty	netty-codec-http2	4.1.93.Final	UNKNOWN - inspect embedded metadata/NOTICE	netty-codec-http2-4.1.93.Final.jar
io.netty	netty-codec-socks	4.1.93.Final	UNKNOWN - inspect embedded metadata/NOTICE	netty-codec-socks-4.1.93.Final.jar
io.netty	netty-common	4.1.93.Final	UNKNOWN - inspect embedded metadata/NOTICE	netty-common-4.1.93.Final.jar
io.netty	netty-handler	4.1.93.Final	UNKNOWN - inspect embedded metadata/NOTICE	netty-handler-4.1.93.Final.jar
io.netty	netty-handler-proxy	4.1.93.Final	UNKNOWN - inspect embedded metadata/NOTICE	netty-handler-proxy-4.1.93.Final.jar
io.netty	netty-parent	4.1.93.Final	Apache License, Version 2.0 (https://www.apache.org/licenses/LICENSE-2.0)	
io.netty	netty-resolver	4.1.93.Final	UNKNOWN - inspect embedded metadata/NOTICE	netty-resolver-4.1.93.Final.jar
io.netty	netty-transport	4.1.93.Final	UNKNOWN - inspect embedded metadata/NOTICE	netty-transport-4.1.93.Final.jar
io.netty	netty-transport-native-unix-common	4.1.93.Final	UNKNOWN - inspect embedded metadata/NOTICE	netty-transport-native-unix-common-4.1.93.Final.jar
io.perfmark	perfmark-api	0.26.0	Apache 2.0 (https://opensource.org/licenses/Apache-2.0)	perfmark-api-0.26.0.jar
it.unimi.dsi	fastutil-core	8.5.12	Apache License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.html)	fastutil-core-8.5.12.jar
jakarta.activation	jakarta.activation-api	1.2.1	UNKNOWN - inspect embedded metadata/NOTICE	jakarta.activation-api-1.2.1.jar
jakarta.xml.bind	jakarta.xml.bind-api	2.3.2	UNKNOWN - inspect embedded metadata/NOTICE	jakarta.xml.bind-api-2.3.2.jar
jakarta.xml.bind	jakarta.xml.bind-api-parent	2.3.2	Eclipse Distribution License - v 1.0 (http://www.eclipse.org/org/documents/edl-v10.php)	
javax.annotation	javax.annotation-api	1.3.2	CDDL + GPLv2 with classpath exception (https://github.com/javaee/javax.annotation/blob/master/LICENSE)	javax.annotation-api-1.3.2.jar
javax.inject	javax.inject	1	The Apache Software License, Version 2.0 (http://www.apache.org/licenses/LICENSE-2.0.txt)	javax.inject-1.jar
junit	junit	4.13.2	Eclipse Public License 1.0 (http://www.eclipse.org/legal/epl-v10.html)	junit-4.13.2.jar
kxml2	kxml2	2.3.0	UNKNOWN - inspect embedded metadata/NOTICE	
